Arabic,Urdu,English
هَلۡ يَنۡظُرُوۡنَ اِلَّا تَاۡوِيۡلَهٗ​ؕ يَوۡمَ يَاۡتِىۡ تَاۡوِيۡلُهٗ يَقُوۡلُ الَّذِيۡنَ نَسُوۡهُ مِنۡ قَبۡلُ قَدۡ جَآءَتۡ رُسُلُ رَبِّنَا بِالۡحَـقِّ​ۚ فَهَلْ لَّـنَا مِنۡ شُفَعَآءَ فَيَشۡفَعُوۡا لَـنَاۤ اَوۡ نُرَدُّ فَنَعۡمَلَ غَيۡرَ الَّذِىۡ كُنَّا نَـعۡمَلُ​ؕ قَدۡ خَسِرُوۡۤا اَنۡفُسَهُمۡ وَضَلَّ عَنۡهُمۡ مَّا كَانُوۡا يَفۡتَرُوۡنَ ﻿﻿,"اب کیا یہ لوگ اِس کے سوا کسی اور بات کے منتظر ہیں کہ وہ انجام سامنے آ جائے جس کی یہ کتاب خبر دے رہی ہے؟ جس روز وہ انجام سامنے آ گیا وہی لوگ جنہوں نے اسے نظر انداز کر دیا تھا کہیں گے کہ ""واقعی ہمارے رب کے رسول حق لے کر آئے تھے، پھر کیا اب ہمیں کچھ سفارشی ملیں گے جو ہمارے حق میں سفارش کریں؟ یا ہمیں دوبارہ واپس ہی بھیج دیا جائے تاکہ جو کچھ ہم پہلے کرتے تھے اس کے بجائے اب دوسرے طریقے پر کام کر کے دکھائیں"" انہوں نے اپنے آپ کو خسارے میں ڈال دیا اور وہ سارے جھوٹ جو انہوں نے تصنیف کر رکھے تھے آج ان سے گم ہو گئے","Do they wait for the fulfillment of that of which it warns? On the Day when that fulfillment comes, those who had neglected it before will say, ""The messengers of our Lord did indeed bring the truth. Have we then any intercessors who would intercede for us? Or, could we be sent back so that we might act differently from the way we used to?"" They have indeed ruined their souls and what they invented has forsaken them."
اِنَّ رَبَّكُمُ اللّٰهُ الَّذِىۡ خَلَقَ السَّمٰوٰتِ وَ الۡاَرۡضَ فِىۡ سِتَّةِ اَيَّامٍ ثُمَّ اسۡتَوٰى عَلَى الۡعَرۡشِ يُغۡشِى الَّيۡلَ النَّهَارَ يَطۡلُبُهٗ حَثِيۡثًا ۙ وَّالشَّمۡسَ وَالۡقَمَرَ وَالنُّجُوۡمَ مُسَخَّرٰتٍۢ بِاَمۡرِهٖ ؕ اَلَا لَـهُ الۡخَـلۡقُ وَالۡاَمۡرُ​ ؕ تَبٰرَكَ اللّٰهُ رَبُّ الۡعٰلَمِيۡنَ,در حقیقت تمہارا رب اللہ ہی ہے جس نے آسمانوں اور زمین کو چھ دنوں میں پیدا کیا، پھر اپنے تخت سلطنت پر جلوہ فرما ہوا جو رات کو دن پر ڈھانک دیتا ہے اور پھر دن رات کے پیچھے دوڑا چلا آتا ہے جس نے سورج اور چاند اور تارے پیدا کیے سب اس کے فرمان کے تابع ہیں خبردار رہو! اُسی کی خلق ہے اور اسی کا امر ہے بڑا با برکت ہے اللہ، سارے جہانوں کا مالک و پروردگار,"Your Lord is God, who created the heavens and the earth in six Days \[periods\] and then settled Himself firmly on the throne. He throws the veil of night over the day, each seeking the other in rapid succession. It was He who created the sun, the moon and the stars, and made them subservient to His will. His is the creation, His the command. Blessed be God, Lord of the universe!"
اُدۡعُوۡا رَبَّكُمۡ تَضَرُّعًا وَّخُفۡيَةً​ ؕ اِنَّهٗ لَا يُحِبُّ الۡمُعۡتَدِيۡنَ​ ۚ,ا پنے رب کو پکارو گڑگڑاتے ہوئے اور چپکے چپکے، یقیناً و ہ حد سے گزرنے والوں کو پسند نہیں کرتا,"Call on your Lord with humility and in secret, He does not love the transgressors:"
وَلَا تُفۡسِدُوۡا فِى الۡاَرۡضِ بَعۡدَ اِصۡلَاحِهَا وَادۡعُوۡهُ خَوۡفًا وَّطَمَعًا​ ؕ اِنَّ رَحۡمَتَ اللّٰهِ قَرِيۡبٌ مِّنَ الۡمُحۡسِنِيۡنَ,زمین میں فساد برپا نہ کرو جبکہ اس کی اصلاح ہو چکی ہے اور خدا ہی کو پکارو خوف کے ساتھ اور طمع کے ساتھ، یقیناً اللہ کی رحمت نیک کردار لوگوں سے قریب ہے,"do not spread corruption on the earth after it has been set in order, pray to Him with fear and hope, God's mercy is close to those who do good."
وَهُوَ الَّذِىۡ يُرۡسِلُ الرِّيٰحَ بُشۡرًۢا بَيۡنَ يَدَىۡ رَحۡمَتِهٖ ​ؕ حَتّٰۤى اِذَاۤ اَقَلَّتۡ سَحَابًا ثِقَالًا سُقۡنٰهُ لِبَلَدٍ مَّيِّتٍ فَاَنۡزَلۡنَا بِهِ الۡمَآءَ فَاَخۡرَجۡنَا بِهٖ مِنۡ كُلِّ الثَّمَرٰتِ​ؕ كَذٰلِكَ نُخۡرِجُ الۡمَوۡتٰى لَعَلَّكُمۡ تَذَكَّرُوۡنَ,اور وہ اللہ ہی ہے جو ہواؤں کو اپنی رحمت کے آگے آگے خوشخبری لیے ہوئے بھیجتا ہے، پھر جب وہ پانی سے لدے ہوئے بادل اٹھا لیتی ہیں تو انہیں کسی مردہ سر زمین کی طرف حرکت دیتا ہے، اور وہاں مینہ برسا کر (اُسی مری ہوئی زمین سے) طرح طرح کے پھل نکال لاتا ہے دیکھو، اس طرح ہم مُردوں کو حالت موت سے نکالتے ہیں، شاید کہ تم اس مشاہدے سے سبق لو,"It is God who sends forth the winds as harbingers of His mercy, and when they have gathered up the heavy clouds, We drive them on to a dead land where We cause rain to fall, bringing out all kinds of fruit, just as We will raise the dead to life. Perhaps you will take heed."
وَالۡبَلَدُ الطَّيِّبُ يَخۡرُجُ نَبَاتُهٗ بِاِذۡنِ رَبِّهٖ ​ۚ وَالَّذِىۡ خَبُثَ لَا يَخۡرُجُ اِلَّا نَكِدًا ​ؕ كَذٰلِكَ نُصَرِّفُ الۡاٰيٰتِ لِقَوۡمٍ يَّشۡكُرُوۡنَ ﻿﻿,جو زمین اچھی ہوتی ہے وہ اپنے رب کے حکم سے خوب پھل پھول لاتی ہے اور جو زمین خراب ہوتی ہے ا س سے ناقص پیداوار کے سوا کچھ نہیں نکلتا اس طرح ہم نشانیوں کو بار بار پیش کرتے ہیں اُن لوگوں کے لیے جو شکر گزار ہونے والے ہیں,"Vegetation comes out of good land in abundance by the will of its Lord, but out of bad land only scantily. Thus We explain Our signs in diverse ways for those who give thanks."
لَقَدۡ اَرۡسَلۡنَا نُوۡحًا اِلٰى قَوۡمِهٖ فَقَالَ يٰقَوۡمِ اعۡبُدُوا اللّٰهَ مَا لَـكُمۡ مِّنۡ اِلٰهٍ غَيۡرُهٗ ؕ اِنِّىۡۤ اَخَافُ عَلَيۡكُمۡ عَذَابَ يَوۡمٍ عَظِيۡمٍ ﻿﻿,"ہم نے نوحؑ کو اُس کی قوم کی طرف بھیجا اس نے کہا ""اے برادران قوم، اللہ کی بندگی کرو، اُس کے سوا تمہارا کوئی خدا نہیں ہے میں تمہارے حق میں ایک ہولناک دن کے عذاب سے ڈرتا ہوں""","We sent Noah to his people. He said, ""O my people, worship God; you have no other god but He. I fear for you the punishment of a dreadful Day,"""
قَالَ الۡمَلَاُ مِنۡ قَوۡمِهٖۤ اِنَّا لَـنَرٰٮكَ فِىۡ ضَلٰلٍ مُّبِيۡنٍ ﻿﻿,"اس کی قوم کے سرداروں نے جواب دیا ""ہم کو تو یہ نظر آتا ہے کہ تم صریح گمراہی میں مبتلا ہو""","but the leading men of his people said, ""Truly, we see that you are obviously lost in error!"""
قَالَ يٰقَوۡمِ لَـيۡسَ بِىۡ ضَلٰلَةٌ وَّلٰـكِنِّىۡ رَسُوۡلٌ مِّنۡ رَّبِّ الۡعٰلَمِيۡنَ ﻿﻿,"نوحؑ نے کہا ""اے برادران قوم، میں کسی گمراہی میں نہیں پڑا ہو ں بلکہ، میں رب العالمین کا رسول ہوں","Said \[Noah\], ""O my people! I am not in error. Indeed, I am a messenger from the Lord of the Worlds,"
اُبَلِّغُكُمۡ رِسٰلٰتِ رَبِّىۡ وَاَنۡصَحُ لَـكُمۡ وَاَعۡلَمُ مِنَ اللّٰهِ مَا لَا تَعۡلَمُوۡنَ,تمہیں اپنے رب کے پیغامات پہنچاتا ہوں، تمہارا خیر خواہ ہوں اور مجھے اللہ کی طرف سے وہ کچھ معلوم ہے جو تمھیں معلوم نہیں ہے,I am conveying my Lord's messages to you and giving you sincere advice. I know things from God that you do not.
اَوَعَجِبۡتُمۡ اَنۡ جَآءَكُمۡ ذِكۡرٌ مِّنۡ رَّبِّكُمۡ عَلٰى رَجُلٍ مِّنۡكُمۡ لِيُنۡذِرَكُمۡ وَلِتَـتَّقُوۡا وَلَعَلَّكُمۡ تُرۡحَمُوۡنَ,"کیا تمہیں اس بات پر تعجب ہوا کہ تمہارے پاس خود تمہاری اپنی قوم کے ایک آدمی کے ذریعہ سے تمہارے رب کی یاد دہانی آئی تاکہ تمہیں خبردار کرے اور تم غلط روی سے بچ جاؤ اور تم پر رحم کیا جائے؟""","Do you find it so strange that a message should come from your Lord through a man from among yourselves, so that he may warn you and so that you may fear God and be shown mercy?"""
فَكَذَّبُوۡهُ فَاَنۡجَيۡنٰهُ وَالَّذِيۡنَ مَعَهٗ فِى الۡفُلۡكِ وَاَغۡرَقۡنَا الَّذِيۡنَ كَذَّبُوۡا بِاٰيٰتِنَا​ ؕ اِنَّهُمۡ كَانُوۡا قَوۡمًا عَمِيۡنَ,مگر انہوں نے اس کو جھٹلا دیا آخر کار ہم نے اسے اور اس کے ساتھیوں کو ایک کشتی میں نجات دی اور اُن لوگوں کو ڈبو دیا جنہوں نے ہماری آیات کو جھٹلایا تھا، یقیناً وہ اندھے لوگ تھے,"But they denied him, so We saved him and those with him in the Ark, and We drowned those who rejected Our signs. They were indeed a blind people."
وَاِلٰى عَادٍ اَخَاهُمۡ هُوۡدًا​ ؕ قَالَ يٰقَوۡمِ اعۡبُدُوا اللّٰهَ مَا لَـكُمۡ مِّنۡ اِلٰهٍ غَيۡرُهٗ ؕ اَفَلَا تَتَّقُوۡنَ,"اور عاد کی طرف ہم نے ان کے بھائی ہودؑ کو بھیجا اس نے کہا ""اے برادران قو م، اللہ کی بندگی کرو، اُس کے سوا تمہارا کوئی خدا نہیں ہے پھر کیا تم غلط روی سے پرہیز نہ کرو گے؟""","To the people of 'Ad We sent their brother, Hud. He said, ""O my people, worship God, you have no other god but He. Then will you not be God-fearing?"""
قَالَ الۡمَلَاُ الَّذِيۡنَ كَفَرُوۡا مِنۡ قَوۡمِهٖۤ اِنَّا لَــنَرٰٮكَ فِىۡ سَفَاهَةٍ وَّاِنَّا لَــنَظُنُّكَ مِنَ الۡـكٰذِبِيۡنَ,"اس کی قوم کے سرداروں نے، جو اس کی بات ماننے سے انکار کر رہے تھے، جواب میں کہا ""ہم تو تمہیں بے عقلی میں مبتلا سمجھتے ہیں اور ہمیں گمان ہے کہ تم جھوٹے ہو""","The leading men of his people who refused to acknowledge the truth, said, ""We can see you are a foolish man, and we think you are lying."""
قَالَ يٰقَوۡمِ لَـيۡسَ بِىۡ سَفَاهَةٌ وَّلٰـكِنِّىۡ رَسُوۡلٌ مِّنۡ رَّبِّ الۡعٰلَمِيۡنَ,"اس نے کہا ""اے برادران قوم، میں بے عقلی میں مبتلا نہیں ہوں بلکہ میں رب العالمین کا رسول ہوں","He said, ""My people, I am by no means a fool, but rather am a messenger from the Lord of the Universe,"
اُبَلِّغُكُمۡ رِسٰلٰتِ رَبِّىۡ وَاَنَا لَـكُمۡ نَاصِحٌ اَمِيۡنٌ,تم کو اپنے رب کے پیغامات پہنچاتا ہوں، اور تمہارا ایسا خیر خواہ ہوں جس پر بھروسہ کیا جاسکتا ہے,I am conveying my Lord's messages to you and I am your sincere and honest adviser.
اَوَعَجِبۡتُمۡ اَنۡ جَآءَكُمۡ ذِكۡرٌ مِّنۡ رَّبِّكُمۡ عَلٰى رَجُلٍ مِّنۡكُمۡ لِيُنۡذِرَكُمۡ​ ؕ وَاذۡكُرُوۡۤا اِذۡ جَعَلَـكُمۡ ۚ خُلَفَآءَ مِنۡۢ بَعۡدِ قَوۡمِ نُوۡحٍ وَّزَادَكُمۡ فِى الۡخَـلۡقِ بَصۜۡطَةً​​ فَاذۡكُرُوۡۤا اٰ لَۤاءَ اللّٰهِ لَعَلَّكُمۡ تُفۡلِحُوۡنَ,"کیا تمہیں اس بات پر تعجب ہوا کہ تمہارے پاس خود تمہاری اپنی قوم کے ایک آدمی کے ذریعہ سے تمہارے رب کی یاد دہانی آئی تاکہ وہ تمھیں خبردار کرے؟ بھول نہ جاؤ کہ تمہارے رب نے نوحؑ کی قوم کے بعد تم کو اُس کا جانشین بنایا اور تمہیں خوب تنو مند کیا، پس اللہ کی قدرت کے کرشموں کو یاد رکھو، امید ہے کہ فلاح پاؤ گے""","Do you find it strange that a Message should come from your Lord, through one of your own men, to warn you? Remember how He made you successors of Noah's people, and increased you greatly in stature. Remember the favours of God, so that you may prosper."""
قَالُـوۡۤا اَجِئۡتَنَا لِنَعۡبُدَ اللّٰهَ وَحۡدَهٗ وَنَذَرَ مَا كَانَ يَعۡبُدُ اٰبَآؤُنَا​ ۚ فَاۡتِنَا بِمَا تَعِدُنَاۤ اِنۡ كُنۡتَ مِنَ الصّٰدِقِيۡنَ,"انہوں نے جواب دیا ""کیا تو ہمارے پاس اس لیے آیا ہے کہ ہم اکیلے اللہ ہی کی عبادت کریں اور اُنہیں چھوڑ دیں جن کی عبادت ہمارے باپ دادا کرتے آئے ہیں؟ اچھا تو لے آ وہ عذاب جس کی تو ہمیں دھمکی دیتا ہے اگر تو سچا ہے""","They said, ""Have you come to tell us to serve God alone and to forsake the gods our forefathers served? Bring us then what you threaten us with, if you are truthful."""
قَالَ قَدۡ وَقَعَ عَلَيۡكُمۡ مِّنۡ رَّبِّكُمۡ رِجۡسٌ وَّغَضَبٌ​ؕ اَتُجَادِلُوۡنَنِىۡ فِىۡۤ اَسۡمَآءٍ سَمَّيۡتُمُوۡهَاۤ اَنۡـتُمۡ وَاٰبَآؤُكُمۡ مَّا نَزَّلَ اللّٰهُ بِهَا مِنۡ سُلۡطٰنٍ​ؕ فَانْتَظِرُوۡۤا اِنِّىۡ مَعَكُمۡ مِّنَ الۡمُنۡتَظِرِيۡنَ ﻿﻿,"اس نے کہا ""تمہارے رب کی پھٹکار تم پر پڑ گئی اور اس کا غضب ٹوٹ پڑا کیا تم مجھ سے اُن ناموں پر جھگڑتے ہو جو تم نے اور تمہارے باپ دادا نے رکھ لیے ہیں، جن کے لیے اللہ نے کوئی سند نازل نہیں کی ہے اچھا تو تم بھی انتظار کرو اور میں بھی تمہارے ساتھ انتظار کرتا ہوں""","He said, ""Your Lord's wrath and indignation have already fallen upon you. Would you dispute with me about mere names, which you and your fathers have invented, and for which God has revealed no authority? Wait then if you will: I am waiting alongside you."""
